ret,fname,en_datetime,ex_datetime,proc
124673240936448,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_bglu_dense.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.125776,2025-12-04 10:32:56.125782,vllm
124673236000768,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_direct.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.224849,2025-12-04 10:32:56.224854,vllm
124675036323840,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_group_columns.cpython-312-x86_64-linux-gnu...,2025-12-04 10:32:55.847562,2025-12-04 10:32:55.847568,vllm
124673249988608,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_highspy/_core.cpython-312-x86_64-linux-gnu...,2025-12-04 10:32:55.998450,2025-12-04 10:32:55.998458,vllm
124673249640448,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_highspy/_highs_options.cpython-312-x86_64-l..,2025-12-04 10:32:56.004410,2025-12-04 10:32:56.004422,vllm
124673256488960,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_lbfgsb.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:55.921489,2025-12-04 10:32:55.921500,vllm
124679269027840,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_lsap.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.127940,2025-12-04 10:32:56.127945,vllm
124673256062976,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_lsq/givens_elimination.cpython-312-x86_64-l..,2025-12-04 10:32:55.957618,2025-12-04 10:32:55.957630,vllm
124673266868224,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_minpack.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:55.938778,2025-12-04 10:32:55.938784,vllm
124673260277760,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_moduleTNC.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:55.924294,2025-12-04 10:32:55.924300,vllm
124673240748032,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_pava_pybind.cpython-312-x86_64-linux-gnu.so..,2025-12-04 10:32:56.140343,2025-12-04 10:32:56.140348,vllm
124673256132608,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_slsqplib.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:55.930418,2025-12-04 10:32:55.930425,vllm
124674950336512,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_trlib/_trlib.cpython-312-x86_64-linux-gnu.s..,2025-12-04 10:32:55.893878,2025-12-04 10:32:55.893886,vllm
124679269056512,/usr/local/lib/python3.12/dist-packages/scipy/optimize/_zeros.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:55.980764,2025-12-04 10:32:55.980772,vllm
124673268924416,/usr/local/lib/python3.12/dist-packages/scipy/sparse/_csparsetools.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:55.683057,2025-12-04 10:32:55.683070,vllm
124673270501376,/usr/local/lib/python3.12/dist-packages/scipy/sparse/_sparsetools.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:55.658278,2025-12-04 10:32:55.658287,vllm
124673268232192,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_dsolve/_superlu.cpython-312-x86_64-lin..,2025-12-04 10:32:55.777117,2025-12-04 10:32:55.777130,vllm
124673262092288,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_eigen/arpack/../../../../../scipy.libs..,2025-12-04 10:32:55.796662,2025-12-04 10:32:55.796670,vllm
124673267470336,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_eigen/arpack/_arpack.cpython-312-x86_6..,2025-12-04 10:32:55.796311,2025-12-04 10:32:55.796320,vllm
124673261088768,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_propack/_cpropack.cpython-312-x86_64-l..,2025-12-04 10:32:55.813745,2025-12-04 10:32:55.813753,vllm
124673261662208,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_propack/_dpropack.cpython-312-x86_64-l..,2025-12-04 10:32:55.812818,2025-12-04 10:32:55.812829,vllm
124673267040256,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-x86_64-l..,2025-12-04 10:32:55.811783,2025-12-04 10:32:55.811791,vllm
124673260417024,/usr/local/lib/python3.12/dist-packages/scipy/sparse/linalg/_propack/_zpropack.cpython-312-x86_64-l..,2025-12-04 10:32:55.814643,2025-12-04 10:32:55.814650,vllm
124673239994368,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_ckdtree.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.153000,2025-12-04 10:32:56.153013,vllm
124673237311488,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_distance_pybind.cpython-312-x86_64-linux-gnu..,2025-12-04 10:32:56.170518,2025-12-04 10:32:56.170524,vllm
124673237200896,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_distance_wrap.cpython-312-x86_64-linux-gnu.s..,2025-12-04 10:32:56.171259,2025-12-04 10:32:56.171267,vllm
124673237860352,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_hausdorff.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.170196,2025-12-04 10:32:56.170203,vllm
124673239080960,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_qhull.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.153928,2025-12-04 10:32:56.153941,vllm
124673238999040,/usr/local/lib/python3.12/dist-packages/scipy/spatial/_voronoi.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.156431,2025-12-04 10:32:56.156439,vllm
124673236828160,/usr/local/lib/python3.12/dist-packages/scipy/spatial/transform/_rigid_transform.cpython-312-x86_64..,2025-12-04 10:32:56.177584,2025-12-04 10:32:56.177592,vllm
124673236045824,/usr/local/lib/python3.12/dist-packages/scipy/spatial/transform/_rotation.cpython-312-x86_64-linux-..,2025-12-04 10:32:56.178102,2025-12-04 10:32:56.178114,vllm
124675010002944,/usr/local/lib/python3.12/dist-packages/scipy/special/_comb.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.080870,2025-12-04 10:32:56.080878,vllm
124673245540352,/usr/local/lib/python3.12/dist-packages/scipy/special/_ellip_harm_2.cpython-312-x86_64-linux-gnu.so..,2025-12-04 10:32:56.050304,2025-12-04 10:32:56.050313,vllm
124673243467776,/usr/local/lib/python3.12/dist-packages/scipy/special/_gufuncs.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.051957,2025-12-04 10:32:56.051966,vllm
124673242198016,/usr/local/lib/python3.12/dist-packages/scipy/special/_specfun.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.080214,2025-12-04 10:32:56.080223,vllm
124673244086272,/usr/local/lib/python3.12/dist-packages/scipy/special/_special_ufuncs.cpython-312-x86_64-linux-gnu...,2025-12-04 10:32:56.050783,2025-12-04 10:32:56.050791,vllm
124673247244288,/usr/local/lib/python3.12/dist-packages/scipy/special/_ufuncs.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.048740,2025-12-04 10:32:56.048753,vllm
124673245671424,/usr/local/lib/python3.12/dist-packages/scipy/special/_ufuncs_cxx.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:56.049582,2025-12-04 10:32:56.049591,vllm
124673228750848,/usr/local/lib/python3.12/dist-packages/sentencepiece/_sentencepiece.cpython-312-x86_64-linux-gnu.s..,2025-12-04 10:32:56.698706,2025-12-04 10:32:56.698733,vllm
123977460617216,/usr/local/lib/python3.12/dist-packages/setproctitle/_setproctitle.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:33:25.415430,2025-12-04 10:33:25.415438,python3
124673026285568,/usr/local/lib/python3.12/dist-packages/tiktoken/_tiktoken.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:33:01.591534,2025-12-04 10:33:01.591540,vllm
124675025342464,/usr/local/lib/python3.12/dist-packages/tokenizers/tokenizers.abi3.so,2025-12-04 10:32:52.727335,2025-12-04 10:32:52.727357,vllm
131360658300928,/usr/local/lib/python3.12/dist-packages/torch/_C.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:33:03.035513,2025-12-04 10:33:03.035537,python3
131356629663744,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cublas/lib/libcublas.so.12,2025-12-04 10:33:03.040318,2025-12-04 10:33:03.040329,python3
131355786608640,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cublas/lib/libcublasLt.so.12,2025-12-04 10:33:03.040429,2025-12-04 10:33:03.040438,python3
131358131331072,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cuda_cupti/lib/libcupti.so.12,2025-12-04 10:33:03.039412,2025-12-04 10:33:03.039415,python3
131360654098432,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cuda_runtime/lib/libcudart.so.12,2025-12-04 10:33:03.011540,2025-12-04 10:33:03.011553,python3
131358596792320,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cudnn/lib/libcudnn.so.9,2025-12-04 10:33:03.038972,2025-12-04 10:33:03.038979,python3
131357330112512,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cufft/lib/libcufft.so.11,2025-12-04 10:33:03.039903,2025-12-04 10:33:03.039912,python3
131358139125760,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cufile/lib/libcufile.so.0,2025-12-04 10:33:03.039263,2025-12-04 10:33:03.039268,python3
131356738715648,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/curand/lib/libcurand.so.10,2025-12-04 10:33:03.040191,2025-12-04 10:33:03.040201,python3
131357632102400,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cusparse/lib/libcusparse.so.12,2025-12-04 10:33:03.039751,2025-12-04 10:33:03.039762,python3
131358142300160,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/cusparselt/lib/libcusparseLt.so.0,2025-12-04 10:33:03.039076,2025-12-04 10:33:03.039080,python3
131356914876416,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/nccl/lib/libnccl.so.2,2025-12-04 10:33:03.040051,2025-12-04 10:33:03.040058,python3
131355639808000,/usr/local/lib/python3.12/dist-packages/torch/lib/../../nvidia/nvshmem/lib/libnvshmem_host.so.3,2025-12-04 10:33:03.040861,2025-12-04 10:33:03.040870,python3
131360652914688,/usr/local/lib/python3.12/dist-packages/torch/lib/libc10.so,2025-12-04 10:33:03.038870,2025-12-04 10:33:03.038873,python3
131360657076224,/usr/local/lib/python3.12/dist-packages/torch/lib/libc10_cuda.so,2025-12-04 10:33:03.038704,2025-12-04 10:33:03.038707,python3
131360649904128,/usr/local/lib/python3.12/dist-packages/torch/lib/libgomp.so.1,2025-12-04 10:33:03.011713,2025-12-04 10:33:03.011720,python3
131360657776640,/usr/local/lib/python3.12/dist-packages/torch/lib/libshm.so,2025-12-04 10:33:03.038156,2025-12-04 10:33:03.038162,python3
131360657821696,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch.so,2025-12-04 10:33:03.038000,2025-12-04 10:33:03.038004,python3
131360063774720,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_cpu.so,2025-12-04 10:33:03.038316,2025-12-04 10:33:03.038322,python3
131358600888320,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_cuda.so,2025-12-04 10:33:03.038510,2025-12-04 10:33:03.038513,python3
131360662130688,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_global_deps.so,2025-12-04 10:33:03.008509,2025-12-04 10:33:03.008520,python3
131358121943040,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_nvshmem.so,2025-12-04 10:33:03.039580,2025-12-04 10:33:03.039584,python3
131360409112576,/usr/local/lib/python3.12/dist-packages/torch/lib/libtorch_python.so,2025-12-04 10:33:03.037762,2025-12-04 10:33:03.037782,python3
124674994339840,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libcudart.6ead8f7a.so.12,2025-12-04 10:32:53.562262,2025-12-04 10:32:53.562270,vllm
124675012308992,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libjpeg.3892d175.so.8,2025-12-04 10:32:53.561882,2025-12-04 10:32:53.561886,vllm
124674998534144,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libnvjpeg.af8ad92e.so.12,2025-12-04 10:32:53.562122,2025-12-04 10:32:53.562131,vllm
124677455220736,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libpng16.5e60c995.so.16,2025-12-04 10:32:53.561763,2025-12-04 10:32:53.561767,vllm
124679570341888,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libsharpyuv.9c8066ba.so.0,2025-12-04 10:32:53.562471,2025-12-04 10:32:53.562475,vllm
124675011637248,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libwebp.284ec0f5.so.7,2025-12-04 10:32:53.561988,2025-12-04 10:32:53.561992,vllm
124677455114240,/usr/local/lib/python3.12/dist-packages/torchvision/../torchvision.libs/libz.0c15d28c.so.1,2025-12-04 10:32:53.562374,2025-12-04 10:32:53.562378,vllm
124675015757824,/usr/local/lib/python3.12/dist-packages/torchvision/_C.so,2025-12-04 10:32:53.450548,2025-12-04 10:32:53.450567,vllm
124675012927488,/usr/local/lib/python3.12/dist-packages/torchvision/image.so,2025-12-04 10:32:53.561253,2025-12-04 10:32:53.561260,vllm
124675560435712,/usr/local/lib/python3.12/dist-packages/triton/_C/libtriton.so,2025-12-04 10:32:44.895504,2025-12-04 10:32:44.895512,vllm
123970204479488,/usr/local/lib/python3.12/dist-packages/triton/backends/nvidia/lib/libdevice.10.bc,2025-12-04 10:34:14.905344,2025-12-04 10:34:14.905373,VLLM::EngineCor
123970205810688,/usr/local/lib/python3.12/dist-packages/tvm_ffi/core.abi3.so,2025-12-04 10:33:27.747908,2025-12-04 10:33:27.747916,VLLM::EngineCor
123970206261248,/usr/local/lib/python3.12/dist-packages/tvm_ffi/lib/libtvm_ffi.so,2025-12-04 10:33:27.746701,2025-12-04 10:33:27.746721,VLLM::EngineCor
123970204983296,/usr/local/lib/python3.12/dist-packages/tvm_ffi/lib/libtvm_ffi_testing.so,2025-12-04 10:33:27.748216,2025-12-04 10:33:27.748222,VLLM::EngineCor
124673022332928,/usr/local/lib/python3.12/dist-packages/uvloop/loop.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:33:01.753068,2025-12-04 10:33:01.753079,vllm
124675049590784,/usr/local/lib/python3.12/dist-packages/vllm/_C.abi3.so,2025-12-04 10:32:51.544342,2025-12-04 10:32:51.544352,vllm
124673079873536,/usr/local/lib/python3.12/dist-packages/vllm/_moe_C.abi3.so,2025-12-04 10:32:58.458078,2025-12-04 10:32:58.458091,vllm
131350774988800,/usr/local/lib/python3.12/dist-packages/vllm/vllm_flash_attn/_vllm_fa2_C.abi3.so,2025-12-04 10:33:11.635126,2025-12-04 10:33:11.635141,python3
131350581194752,/usr/local/lib/python3.12/dist-packages/vllm/vllm_flash_attn/_vllm_fa3_C.abi3.so,2025-12-04 10:33:11.645809,2025-12-04 10:33:11.645820,python3
124673019375616,/usr/local/lib/python3.12/dist-packages/watchfiles/_rust_notify.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:33:02.296911,2025-12-04 10:33:02.296921,vllm
124677455040512,/usr/local/lib/python3.12/dist-packages/websockets/speedups.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:34:50.688155,2025-12-04 10:34:50.688178,vllm
124673029009408,/usr/local/lib/python3.12/dist-packages/xgrammar/xgrammar_bindings.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:33:01.558225,2025-12-04 10:33:01.558239,vllm
124678568558592,/usr/local/lib/python3.12/dist-packages/yaml/_yaml.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:51.935150,2025-12-04 10:32:51.935158,vllm
124673227452416,/usr/local/lib/python3.12/dist-packages/yarl/_quoting_c.cpython-312-x86_64-linux-gnu.so,2025-12-04 10:32:57.510529,2025-12-04 10:32:57.510566,vllm
124673219649536,/usr/local/lib/python3.12/dist-packages/zmq/backend/cython/../../../pyzmq.libs/libsodium-19479d6d.s..,2025-12-04 10:32:58.012884,2025-12-04 10:32:58.012893,vllm
124673220857856,/usr/local/lib/python3.12/dist-packages/zmq/backend/cython/../../../pyzmq.libs/libzmq-7b073b3d.so.5..,2025-12-04 10:32:58.012677,2025-12-04 10:32:58.012684,vllm
124673221808128,/usr/local/lib/python3.12/dist-packages/zmq/backend/cython/_zmq.abi3.so,2025-12-04 10:32:58.012133,2025-12-04 10:32:58.012144,vllm
